ID;COR;NOME;CASOS_14_DIAS;NIVEL_14_DIAS;CASOS_7_DIAS;NIVEL_7_DIAS
34123636022;0;GROVE O;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636023;0;GUARDA (A);Número de novos casos diagnosticados no concello: 11.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636024;0;LALIN;Número de novos casos diagnosticados no concello: 10.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636025;0;LAMA A;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636026;0;MARIN;Número de novos casos diagnosticados no concello: 42.;Incidencia acumulada para o concello: >150 e ≤250.;Número de novos casos diagnosticados no concello: 10.;Incidencia acumulada para o concello: >25 e ≤75.
34123636027;0;MEAÑO;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123636028;0;MEIS;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636029;0;MOAÑA;Número de novos casos diagnosticados no concello: 26.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: 12.;Incidencia acumulada para o concello: >25 e ≤75.
34123636030;0;MONDARIZ;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636031;0;MONDARIZ-BALNEARIO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636032;0;MORAÑA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636033;0;MOS;Número de novos casos diagnosticados no concello: 27.;Incidencia acumulada para o concello: >150 e ≤250.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636034;0;NEVES (AS);Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636035;0;NIGRAN;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636036;0;OIA;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636037;0;PAZOS DE BORBEN;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >150 e ≤250.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636038;0;PONTEVEDRA;Número de novos casos diagnosticados no concello: 58.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: 17.;Incidencia acumulada para o concello: >10 e ≤25.
34123636039;0;PORRIÑO (O);Número de novos casos diagnosticados no concello: 17.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123636040;0;PORTAS;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636041;0;POIO;Número de novos casos diagnosticados no concello: 16.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636042;0;PONTEAREAS;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤10.
34123636043;0;PONTE-CALDELAS;Número de novos casos diagnosticados no concello: 10.;Incidencia acumulada para o concello: >150 e ≤250.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636044;0;PONTECESURES;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >250 e ≤500.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >125 e ≤250.
34123636045;0;REDONDELA;Número de novos casos diagnosticados no concello: 40.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: 15.;Incidencia acumulada para o concello: >25 e ≤75.
34123636046;0;RIBADUMIA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636047;0;RODEIRO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636048;0;ROSAL (O);Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤25.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123636049;0;SALCEDA DE CASELAS;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636050;0;SALVATERRA DE MIÑO;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤25.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636051;0;SANXENXO;Número de novos casos diagnosticados no concello: 23.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636052;0;SILLEDA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636053;0;SOUTOMAIOR;Número de novos casos diagnosticados no concello: 27.;Incidencia acumulada para o concello: >250 e ≤500.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >75 e ≤125.
34123636054;0;TOMIÑO;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤25.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123636055;0;TUI;Número de novos casos diagnosticados no concello: 15.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636056;0;VALGA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
34123636057;0;VIGO;Número de novos casos diagnosticados no concello: 270.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: 119.;Incidencia acumulada para o concello: >25 e ≤75.
34123636058;0;VILABOA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636059;0;VILA DE CRUCES;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >150 e ≤250.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >75 e ≤125.
34123636060;0;VILAGARCIA DE AROUSA;Número de novos casos diagnosticados no concello: 20.;Incidencia acumulada para o concello: >50 e ≤150.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123636061;0;VILANOVA DE AROUSA;Número de novos casos diagnosticados no concello: 19.;Incidencia acumulada para o concello: >150 e ≤250.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤75.
34123636901;0;ILLA DE AROUSA;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: ≤25.;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >10 e ≤25.
34123636902;0;CERDEDO-COTOBADE;Número de novos casos diagnosticados no concello: entre 1 e 9.;Incidencia acumulada para o concello: >25 e ≤50.;Sen novos casos diagnosticados no concello.;Incidencia acumulada para o concello: ≤10.
