ID,NOME,CASOS_14_DIAS,NIVEL_14_DIAS,CASOS_7_DIAS,NIVEL_7_DIAS,COR
"34123636003","BAIONA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636004","BUEU","Número de novos casos diagnosticados no concello: 26.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 19.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636005","CALDAS DE REIS","Número de novos casos diagnosticados no concello: 23.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 11.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636006","CAMBADOS","Número de novos casos diagnosticados no concello: 75.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 44.","Incidencia acumulada para o concello: >250.","0"
"34123636007","CAMPO LAMEIRO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636008","CANGAS","Número de novos casos diagnosticados no concello: 28.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: 16.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636009","CAÑIZA (A)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34123636010","CATOIRA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636013","COVELO (O)","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636014","CRECENTE","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636015","CUNTIS","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636016","DOZON","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤25.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636017","ESTRADA A","Número de novos casos diagnosticados no concello: 24.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: 12.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636018","FORCAREI","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636019","FORNELOS DE MONTES","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636020","AGOLADA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636021","GONDOMAR","Número de novos casos diagnosticados no concello: 15.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: 11.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636022","GROVE O","Número de novos casos diagnosticados no concello: 15.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636023","GUARDA (A)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636024","LALIN","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636025","LAMA A","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636026","MARIN","Número de novos casos diagnosticados no concello: 64.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 40.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636027","MEAÑO","Número de novos casos diagnosticados no concello: 13.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636028","MEIS","Número de novos casos diagnosticados no concello: 18.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636029","MOAÑA","Número de novos casos diagnosticados no concello: 23.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: 21.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636030","MONDARIZ","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636031","MONDARIZ-BALNEARIO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636032","MORAÑA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636033","MOS","Número de novos casos diagnosticados no concello: 24.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 20.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636034","NEVES (AS)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636035","NIGRAN","Número de novos casos diagnosticados no concello: 34.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 26.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636036","OIA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >250.","0"
"34123636037","PAZOS DE BORBEN","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636038","PONTEVEDRA","Número de novos casos diagnosticados no concello: 229.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 153.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636039","PORRIÑO (O)","Número de novos casos diagnosticados no concello: 30.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: 23.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636040","PORTAS","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636041","POIO","Número de novos casos diagnosticados no concello: 83.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 63.","Incidencia acumulada para o concello: >250.","0"
"34123636042","PONTEAREAS","Número de novos casos diagnosticados no concello: 11.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >10 e ≤25.","0"
"34123636043","PONTE-CALDELAS","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636044","PONTECESURES","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤50.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636045","REDONDELA","Número de novos casos diagnosticados no concello: 82.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 50.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636046","RIBADUMIA","Número de novos casos diagnosticados no concello: 11.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636047","RODEIRO","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Sen novos casos diagnosticados no concello.","Incidencia acumulada para o concello: ≤10.","0"
"34123636048","ROSAL (O)","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636049","SALCEDA DE CASELAS","Número de novos casos diagnosticados no concello: 16.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636050","SALVATERRA DE MIÑO","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636051","SANXENXO","Número de novos casos diagnosticados no concello: 71.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 68.","Incidencia acumulada para o concello: >250.","0"
"34123636052","SILLEDA","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 16.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636053","SOUTOMAIOR","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: 10.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636054","TOMIÑO","Número de novos casos diagnosticados no concello: 22.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: 17.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636055","TUI","Número de novos casos diagnosticados no concello: 23.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: 20.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636056","VALGA","Número de novos casos diagnosticados no concello: 16.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >75 e ≤125.","0"
"34123636057","VIGO","Número de novos casos diagnosticados no concello: 830.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 647.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636058","VILABOA","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"
"34123636059","VILA DE CRUCES","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >150 e ≤250.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636060","VILAGARCIA DE AROUSA","Número de novos casos diagnosticados no concello: 161.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 86.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636061","VILANOVA DE AROUSA","Número de novos casos diagnosticados no concello: 48.","Incidencia acumulada para o concello: >250 e ≤500.","Número de novos casos diagnosticados no concello: 18.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636901","ILLA DE AROUSA","Número de novos casos diagnosticados no concello: 40.","Incidencia acumulada para o concello: >500.","Número de novos casos diagnosticados no concello: 11.","Incidencia acumulada para o concello: >125 e ≤250.","0"
"34123636902","CERDEDO-COTOBADE","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >50 e ≤150.","Número de novos casos diagnosticados no concello: entre 1 e 9.","Incidencia acumulada para o concello: >25 e ≤75.","0"

